
---------- Begin Simulation Statistics ----------
final_tick                                 5193945000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                  87903                       # Simulator instruction rate (inst/s)
host_mem_usage                                1206052                       # Number of bytes of host memory used
host_op_rate                                   157712                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   220.30                       # Real time elapsed on the host
host_tick_rate                               23576835                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                    19365005                       # Number of instructions simulated
sim_ops                                      34743763                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.005194                       # Number of seconds simulated
sim_ticks                                  5193945000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                  10399279                       # number of cc regfile reads
system.cpu.cc_regfile_writes                  5845807                       # number of cc regfile writes
system.cpu.committedInsts                    19365005                       # Number of Instructions Simulated
system.cpu.committedOps                      34743763                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.536426                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.536426                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                   2189475                       # number of floating regfile reads
system.cpu.fp_regfile_writes                  3620254                       # number of floating regfile writes
system.cpu.idleCycles                           97227                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                18493                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                  3314703                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     3.386840                       # Inst execution rate
system.cpu.iew.exec_refs                     12138593                       # number of memory reference insts executed
system.cpu.iew.exec_stores                    4093857                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                  155995                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts               8079541                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                 43                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts               405                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts              4114231                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts            35445138                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts               8044736                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts             48370                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts              35182123                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                    846                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                135138                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                  18128                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                137667                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents            507                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect        13329                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect           5164                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                  33054574                       # num instructions consuming a value
system.cpu.iew.wb_count                      35154282                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.705975                       # average fanout of values written-back
system.cpu.iew.wb_producers                  23335692                       # num instructions producing a value
system.cpu.iew.wb_rate                       3.384160                       # insts written-back per cycle
system.cpu.iew.wb_sent                       35164989                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                 55630631                       # number of integer regfile reads
system.cpu.int_regfile_writes                24165144                       # number of integer regfile writes
system.cpu.ipc                               1.864190                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.864190                       # IPC: Total IPC of All Threads
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     63.86% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     63.86% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     63.86% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     63.86% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatCvt       508494      1.46%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMult            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     65.32% # Class of committed instruction
system.cpu.commit.committedInstType_0::MemRead      5932802     17.08%     82.39% # Class of committed instruction
system.cpu.commit.committedInstType_0::MemWrite      3043588      8.76%     91.15% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMemRead      2038100      5.87%     97.02% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMemWrite      1035082      2.98%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::total     34743763                       # Class of committed instruction
system.cpu.commit.commitEligibleSamples       2950647                       # number cycles where commit BW limit reached
system.cpu.dcache.demand_hits::.cpu.data      7863562                       # number of demand (read+write) hits
system.cpu.dcache.demand_hits::total          7863562                       # number of demand (read+write) hits
system.cpu.dcache.overall_hits::.cpu.data      7863562                       # number of overall hits
system.cpu.dcache.overall_hits::total         7863562                       # number of overall hits
system.cpu.dcache.demand_misses::.cpu.data        28352                       # number of demand (read+write) misses
system.cpu.dcache.demand_misses::total          28352                       # number of demand (read+write) misses
system.cpu.dcache.overall_misses::.cpu.data        28352                       # number of overall misses
system.cpu.dcache.overall_misses::total         28352                       # number of overall misses
system.cpu.dcache.demand_miss_latency::.cpu.data   1138654500                       # number of demand (read+write) miss cycles
system.cpu.dcache.demand_miss_latency::total   1138654500                       # number of demand (read+write) miss cycles
system.cpu.dcache.overall_miss_latency::.cpu.data   1138654500                       # number of overall miss cycles
system.cpu.dcache.overall_miss_latency::total   1138654500                       # number of overall miss cycles
system.cpu.dcache.demand_accesses::.cpu.data      7891914                       # number of demand (read+write) accesses
system.cpu.dcache.demand_accesses::total      7891914                       # number of demand (read+write) accesses
system.cpu.dcache.overall_accesses::.cpu.data      7891914                       # number of overall (read+write) accesses
system.cpu.dcache.overall_accesses::total      7891914                       # number of overall (read+write) accesses
system.cpu.dcache.demand_miss_rate::.cpu.data     0.003593                       # miss rate for demand accesses
system.cpu.dcache.demand_miss_rate::total     0.003593                       # miss rate for demand accesses
system.cpu.dcache.overall_miss_rate::.cpu.data     0.003593                       # miss rate for overall accesses
system.cpu.dcache.overall_miss_rate::total     0.003593                       # miss rate for overall accesses
system.cpu.dcache.demand_avg_miss_latency::.cpu.data 40161.346642                       # average overall miss latency
system.cpu.dcache.demand_avg_miss_latency::total 40161.346642                       # average overall miss latency
system.cpu.dcache.overall_avg_miss_latency::.cpu.data 40161.346642                       # average overall miss latency
system.cpu.dcache.overall_avg_miss_latency::total 40161.346642                       # average overall miss latency
system.cpu.dcache.blocked_cycles::no_mshrs        11874                       # number of cycles access was blocked
system.cpu.dcache.blocked_cycles::no_targets            7                       # number of cycles access was blocked
system.cpu.dcache.blocked::no_mshrs               235                       # number of cycles access was blocked
system.cpu.dcache.blocked::no_targets               1                       # number of cycles access was blocked
system.cpu.dcache.avg_blocked_cycles::no_mshrs    50.527660                       # average number of cycles each access was blocked
system.cpu.dcache.avg_blocked_cycles::no_targets            7                       # average number of cycles each access was blocked
system.cpu.dcache.writebacks::.writebacks         6774                       # number of writebacks
system.cpu.dcache.writebacks::total              6774                       # number of writebacks
system.cpu.dcache.demand_mshr_hits::.cpu.data        17862                       # number of demand (read+write) MSHR hits
system.cpu.dcache.demand_mshr_hits::total        17862                       # number of demand (read+write) MSHR hits
system.cpu.dcache.overall_mshr_hits::.cpu.data        17862                       # number of overall MSHR hits
system.cpu.dcache.overall_mshr_hits::total        17862                       # number of overall MSHR hits
system.cpu.dcache.demand_mshr_misses::.cpu.data        10490                       # number of demand (read+write) MSHR misses
system.cpu.dcache.demand_mshr_misses::total        10490                       # number of demand (read+write) MSHR misses
system.cpu.dcache.overall_mshr_misses::.cpu.data        10490                       # number of overall MSHR misses
system.cpu.dcache.overall_mshr_misses::total        10490                       # number of overall MSHR misses
system.cpu.dcache.demand_mshr_miss_latency::.cpu.data    468255000                       # number of demand (read+write) MSHR miss cycles
system.cpu.dcache.demand_mshr_miss_latency::total    468255000                       # number of demand (read+write) MSHR miss cycles
system.cpu.dcache.overall_mshr_miss_latency::.cpu.data    468255000                       # number of overall MSHR miss cycles
system.cpu.dcache.overall_mshr_miss_latency::total    468255000                       # number of overall MSHR miss cycles
system.cpu.dcache.demand_mshr_miss_rate::.cpu.data     0.001329                       # mshr miss rate for demand accesses
system.cpu.dcache.demand_mshr_miss_rate::total     0.001329                       # mshr miss rate for demand accesses
system.cpu.dcache.overall_mshr_miss_rate::.cpu.data     0.001329                       # mshr miss rate for overall accesses
system.cpu.dcache.overall_mshr_miss_rate::total     0.001329                       # mshr miss rate for overall accesses
system.cpu.dcache.demand_avg_mshr_miss_latency::.cpu.data 44638.226883                       # average overall mshr miss latency
system.cpu.dcache.demand_avg_mshr_miss_latency::total 44638.226883                       # average overall mshr miss latency
system.cpu.dcache.overall_avg_mshr_miss_latency::.cpu.data 44638.226883                       # average overall mshr miss latency
system.cpu.dcache.overall_avg_mshr_miss_latency::total 44638.226883                       # average overall mshr miss latency
system.cpu.dcache.replacements                   9465                       # number of replacements
system.cpu.dcache.ReadReq_hits::.cpu.data      3788586                       # number of ReadReq hits
system.cpu.dcache.ReadReq_hits::total         3788586                       # number of ReadReq hits
system.cpu.dcache.ReadReq_misses::.cpu.data        24658                       # number of ReadReq misses
system.cpu.dcache.ReadReq_misses::total         24658                       # number of ReadReq misses
system.cpu.dcache.ReadReq_miss_latency::.cpu.data    877450000                       # number of ReadReq miss cycles
system.cpu.dcache.ReadReq_miss_latency::total    877450000                       # number of ReadReq miss cycles
system.cpu.dcache.ReadReq_accesses::.cpu.data      3813244                       # number of ReadReq accesses(hits+misses)
system.cpu.dcache.ReadReq_accesses::total      3813244                       # number of ReadReq accesses(hits+misses)
system.cpu.dcache.ReadReq_miss_rate::.cpu.data     0.006466                       # miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_miss_rate::total     0.006466                       # miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_avg_miss_latency::.cpu.data 35584.800065                       # average ReadReq miss latency
system.cpu.dcache.ReadReq_avg_miss_latency::total 35584.800065                       # average ReadReq miss latency
system.cpu.dcache.ReadReq_mshr_hits::.cpu.data        17815                       # number of ReadReq MSHR hits
system.cpu.dcache.ReadReq_mshr_hits::total        17815                       # number of ReadReq MSHR hits
system.cpu.dcache.ReadReq_mshr_misses::.cpu.data         6843                       # number of ReadReq MSHR misses
system.cpu.dcache.ReadReq_mshr_misses::total         6843                       # number of ReadReq MSHR misses
system.cpu.dcache.ReadReq_mshr_miss_latency::.cpu.data    214555000                       # number of ReadReq MSHR miss cycles
system.cpu.dcache.ReadReq_mshr_miss_latency::total    214555000                       # number of ReadReq MSHR miss cycles
system.cpu.dcache.ReadReq_mshr_miss_rate::.cpu.data     0.001795                       # mshr miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_mshr_miss_rate::total     0.001795                       # mshr miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_avg_mshr_miss_latency::.cpu.data 31353.938331                       # average ReadReq mshr miss latency
system.cpu.dcache.ReadReq_avg_mshr_miss_latency::total 31353.938331                       # average ReadReq mshr miss latency
system.cpu.dcache.WriteReq_hits::.cpu.data      4074976                       # number of WriteReq hits
system.cpu.dcache.WriteReq_hits::total        4074976                       # number of WriteReq hits
system.cpu.dcache.WriteReq_misses::.cpu.data         3694                       # number of WriteReq misses
system.cpu.dcache.WriteReq_misses::total         3694                       # number of WriteReq misses
system.cpu.dcache.WriteReq_miss_latency::.cpu.data    261204500                       # number of WriteReq miss cycles
system.cpu.dcache.WriteReq_miss_latency::total    261204500                       # number of WriteReq miss cycles
system.cpu.dcache.WriteReq_accesses::.cpu.data      4078670                       # number of WriteReq accesses(hits+misses)
system.cpu.dcache.WriteReq_accesses::total      4078670                       # number of WriteReq accesses(hits+misses)
system.cpu.dcache.WriteReq_miss_rate::.cpu.data     0.000906                       # miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_miss_rate::total     0.000906                       # miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_avg_miss_latency::.cpu.data 70710.476448                       # average WriteReq miss latency
system.cpu.dcache.WriteReq_avg_miss_latency::total 70710.476448                       # average WriteReq miss latency
system.cpu.dcache.WriteReq_mshr_hits::.cpu.data           47                       # number of WriteReq MSHR hits
system.cpu.dcache.WriteReq_mshr_hits::total           47                       # number of WriteReq MSHR hits
system.cpu.dcache.WriteReq_mshr_misses::.cpu.data         3647                       # number of WriteReq MSHR misses
system.cpu.dcache.WriteReq_mshr_misses::total         3647                       # number of WriteReq MSHR misses
system.cpu.dcache.WriteReq_mshr_miss_latency::.cpu.data    253700000                       # number of WriteReq MSHR miss cycles
system.cpu.dcache.WriteReq_mshr_miss_latency::total    253700000                       # number of WriteReq MSHR miss cycles
system.cpu.dcache.WriteReq_mshr_miss_rate::.cpu.data     0.000894                       # mshr miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_mshr_miss_rate::total     0.000894                       # mshr miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_avg_mshr_miss_latency::.cpu.data 69564.025226                       # average WriteReq mshr miss latency
system.cpu.dcache.WriteReq_avg_mshr_miss_latency::total 69564.025226                       # average WriteReq mshr miss latency
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED   5193945000                       # Cumulative time (in ticks) in various power states
system.cpu.dcache.tags.tagsinuse          1010.965828                       # Cycle average of tags in use
system.cpu.dcache.tags.total_refs             7874052                       # Total number of references to valid blocks.
system.cpu.dcache.tags.sampled_refs             10489                       # Sample count of references to valid blocks.
system.cpu.dcache.tags.avg_refs            750.696158                       # Average number of references to valid blocks.
system.cpu.dcache.tags.warmup_cycle            168000                       # Cycle when the warmup percentage was hit.
system.cpu.dcache.tags.occ_blocks::.cpu.data  1010.965828                       # Average occupied blocks per requestor
system.cpu.dcache.tags.occ_percent::.cpu.data     0.987271                       # Average percentage of cache occupancy
system.cpu.dcache.tags.occ_percent::total     0.987271                       # Average percentage of cache occupancy
system.cpu.dcache.tags.occ_task_id_blocks::1024         1024                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::0           60                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::1           13                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::2          951                       # Occupied blocks per task id
system.cpu.dcache.tags.occ_task_id_percent::1024            1                       # Percentage of cache occupancy per task id
system.cpu.dcache.tags.tag_accesses          15794317                       # Number of tag accesses
system.cpu.dcache.tags.data_accesses         15794317                       # Number of data accesses
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   5193945000                       # Cumulative time (in ticks) in various power states
system.cpu.decode.idleCycles                  2111024                       # Number of cycles decode is idle
system.cpu.decode.blockedCycles               2607267                       # Number of cycles decode is blocked
system.cpu.decode.runCycles                   4993551                       # Number of cycles decode is running
system.cpu.decode.unblockCycles                560694                       # Number of cycles decode is unblocking
system.cpu.decode.squashCycles                  18128                       # Number of cycles decode is squashing
system.cpu.decode.branchResolved              1372642                       # Number of times decode resolved a  branch
system.cpu.decode.branchMispred                  4657                       # Number of times decode detected a branch misprediction
system.cpu.decode.decodedInsts               35648209                       # Number of instructions handled by decode
system.cpu.decode.squashedInsts                 33177                       # Number of squashed instructions handled by decode
system.cpu.dtb.rdAccesses                     8053219                       # TLB accesses on read requests
system.cpu.dtb.wrAccesses                     4093859                       # TLB accesses on write requests
system.cpu.dtb.rdMisses                           648                       # TLB misses on read requests
system.cpu.dtb.wrMisses                           388                       # TLB misses on write requests
system.cpu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   5193945000                       # Cumulative time (in ticks) in various power states
system.cpu.dtb_walker_cache.blocked_cycles::no_mshrs            0                       # number of cycles access was blocked
system.cpu.dtb_walker_cache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu.dtb_walker_cache.blocked::no_mshrs            0                       # number of cycles access was blocked
system.cpu.dtb_walker_cache.blocked::no_targets            0                       # number of cycles access was blocked
system.cpu.dtb_walker_cache.avg_blocked_cycles::no_mshrs          nan                       # average number of cycles each access was blocked
system.cpu.dtb_walker_cache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu.dtb_walker_cache.replacements            0                       # number of replacements
system.cpu.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   5193945000                       # Cumulative time (in ticks) in various power states
system.cpu.dtb_walker_cache.tags.tagsinuse            0                       # Cycle average of tags in use
system.cpu.dtb_walker_cache.tags.total_refs            0                       # Total number of references to valid blocks.
system.cpu.dtb_walker_cache.tags.sampled_refs            0                       # Sample count of references to valid blocks.
system.cpu.dtb_walker_cache.tags.avg_refs          nan                       # Average number of references to valid blocks.
system.cpu.dtb_walker_cache.tags.warmup_cycle            0                       # Cycle when the warmup percentage was hit.
system.cpu.dtb_walker_cache.tags.tag_accesses            0                       # Number of tag accesses
system.cpu.dtb_walker_cache.tags.data_accesses            0                       # Number of data accesses
system.cpu.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   5193945000                       # Cumulative time (in ticks) in various power states
system.cpu.fetch.icacheStallCycles            3153893                       # Number of cycles fetch is stalled on an Icache miss
system.cpu.fetch.insts                       20001765                       # Number of instructions fetch has processed
system.cpu.fetch.branches                     3408222                       # Number of branches that fetch encountered
system.cpu.fetch.predictedBranches            2483380                       # Number of branches that fetch has predicted taken
system.cpu.fetch.cycles                       7105094                       # Number of cycles fetch has run and was not squashing or blocked
system.cpu.fetch.squashCycles                   45536                       # Number of cycles fetch has spent squashing
system.cpu.fetch.miscStallCycles                 1307                       # Number of cycles fetch has spent waiting on interrupts,or bad addresses, or out of MSHRs
system.cpu.fetch.pendingTrapStallCycles          7590                       # Number of stall cycles due to pending traps
system.cpu.fetch.pendingQuiesceStallCycles           11                       # Number of stall cycles due to pending quiesce instructions
system.cpu.fetch.icacheWaitRetryStallCycles            1                       # Number of stall cycles due to full MSHR
system.cpu.fetch.cacheLines                   3101750                       # Number of cache lines fetched
system.cpu.fetch.icacheSquashes                  5464                       # Number of outstanding Icache misses that were squashed
system.cpu.fetch.nisnDist::samples           10290664                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::mean              3.489041                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::stdev             3.412954                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::0                  3920964     38.10%     38.10% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::1                   853060      8.29%     46.39% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::2                   327921      3.19%     49.58% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::3                   585538      5.69%     55.27% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::4                   101514      0.99%     56.25% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::5                   578345      5.62%     61.87% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::6                   605288      5.88%     67.76% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::7                   834751      8.11%     75.87% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::8                  2483283     24.13%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::total             10290664                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.branchRate                  0.328096                       # Number of branch fetches per cycle
system.cpu.fetch.rate                        1.925489                       # Number of inst fetches per cycle
system.cpu.icache.demand_hits::.cpu.inst      3099896                       # number of demand (read+write) hits
system.cpu.icache.demand_hits::total          3099896                       # number of demand (read+write) hits
system.cpu.icache.overall_hits::.cpu.inst      3099896                       # number of overall hits
system.cpu.icache.overall_hits::total         3099896                       # number of overall hits
system.cpu.icache.demand_misses::.cpu.inst         1853                       # number of demand (read+write) misses
system.cpu.icache.demand_misses::total           1853                       # number of demand (read+write) misses
system.cpu.icache.overall_misses::.cpu.inst         1853                       # number of overall misses
system.cpu.icache.overall_misses::total          1853                       # number of overall misses
system.cpu.icache.demand_miss_latency::.cpu.inst    124658500                       # number of demand (read+write) miss cycles
system.cpu.icache.demand_miss_latency::total    124658500                       # number of demand (read+write) miss cycles
system.cpu.icache.overall_miss_latency::.cpu.inst    124658500                       # number of overall miss cycles
system.cpu.icache.overall_miss_latency::total    124658500                       # number of overall miss cycles
system.cpu.icache.demand_accesses::.cpu.inst      3101749                       # number of demand (read+write) accesses
system.cpu.icache.demand_accesses::total      3101749                       # number of demand (read+write) accesses
system.cpu.icache.overall_accesses::.cpu.inst      3101749                       # number of overall (read+write) accesses
system.cpu.icache.overall_accesses::total      3101749                       # number of overall (read+write) accesses
system.cpu.icache.demand_miss_rate::.cpu.inst     0.000597                       # miss rate for demand accesses
system.cpu.icache.demand_miss_rate::total     0.000597                       # miss rate for demand accesses
system.cpu.icache.overall_miss_rate::.cpu.inst     0.000597                       # miss rate for overall accesses
system.cpu.icache.overall_miss_rate::total     0.000597                       # miss rate for overall accesses
system.cpu.icache.demand_avg_miss_latency::.cpu.inst 67273.880194                       # average overall miss latency
system.cpu.icache.demand_avg_miss_latency::total 67273.880194                       # average overall miss latency
system.cpu.icache.overall_avg_miss_latency::.cpu.inst 67273.880194                       # average overall miss latency
system.cpu.icache.overall_avg_miss_latency::total 67273.880194                       # average overall miss latency
system.cpu.icache.blocked_cycles::no_mshrs          355                       # number of cycles access was blocked
system.cpu.icache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu.icache.blocked::no_mshrs                 6                       # number of cycles access was blocked
system.cpu.icache.blocked::no_targets               0                       # number of cycles access was blocked
system.cpu.icache.avg_blocked_cycles::no_mshrs    59.166667                       # average number of cycles each access was blocked
system.cpu.icache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu.icache.writebacks::.writebacks          506                       # number of writebacks
system.cpu.icache.writebacks::total               506                       # number of writebacks
system.cpu.icache.demand_mshr_hits::.cpu.inst          465                       # number of demand (read+write) MSHR hits
system.cpu.icache.demand_mshr_hits::total          465                       # number of demand (read+write) MSHR hits
system.cpu.icache.overall_mshr_hits::.cpu.inst          465                       # number of overall MSHR hits
system.cpu.icache.overall_mshr_hits::total          465                       # number of overall MSHR hits
system.cpu.icache.demand_mshr_misses::.cpu.inst         1388                       # number of demand (read+write) MSHR misses
system.cpu.icache.demand_mshr_misses::total         1388                       # number of demand (read+write) MSHR misses
system.cpu.icache.overall_mshr_misses::.cpu.inst         1388                       # number of overall MSHR misses
system.cpu.icache.overall_mshr_misses::total         1388                       # number of overall MSHR misses
system.cpu.icache.demand_mshr_miss_latency::.cpu.inst     97252000                       # number of demand (read+write) MSHR miss cycles
system.cpu.icache.demand_mshr_miss_latency::total     97252000                       # number of demand (read+write) MSHR miss cycles
system.cpu.icache.overall_mshr_miss_latency::.cpu.inst     97252000                       # number of overall MSHR miss cycles
system.cpu.icache.overall_mshr_miss_latency::total     97252000                       # number of overall MSHR miss cycles
system.cpu.icache.demand_mshr_miss_rate::.cpu.inst     0.000447                       # mshr miss rate for demand accesses
system.cpu.icache.demand_mshr_miss_rate::total     0.000447                       # mshr miss rate for demand accesses
system.cpu.icache.overall_mshr_miss_rate::.cpu.inst     0.000447                       # mshr miss rate for overall accesses
system.cpu.icache.overall_mshr_miss_rate::total     0.000447                       # mshr miss rate for overall accesses
system.cpu.icache.demand_avg_mshr_miss_latency::.cpu.inst 70066.282421                       # average overall mshr miss latency
system.cpu.icache.demand_avg_mshr_miss_latency::total 70066.282421                       # average overall mshr miss latency
system.cpu.icache.overall_avg_mshr_miss_latency::.cpu.inst 70066.282421                       # average overall mshr miss latency
system.cpu.icache.overall_avg_mshr_miss_latency::total 70066.282421                       # average overall mshr miss latency
system.cpu.icache.replacements                    506                       # number of replacements
system.cpu.icache.ReadReq_hits::.cpu.inst      3099896                       # number of ReadReq hits
system.cpu.icache.ReadReq_hits::total         3099896                       # number of ReadReq hits
system.cpu.icache.ReadReq_misses::.cpu.inst         1853                       # number of ReadReq misses
system.cpu.icache.ReadReq_misses::total          1853                       # number of ReadReq misses
system.cpu.icache.ReadReq_miss_latency::.cpu.inst    124658500                       # number of ReadReq miss cycles
system.cpu.icache.ReadReq_miss_latency::total    124658500                       # number of ReadReq miss cycles
system.cpu.icache.ReadReq_accesses::.cpu.inst      3101749                       # number of ReadReq accesses(hits+misses)
system.cpu.icache.ReadReq_accesses::total      3101749                       # number of ReadReq accesses(hits+misses)
system.cpu.icache.ReadReq_miss_rate::.cpu.inst     0.000597                       # miss rate for ReadReq accesses
system.cpu.icache.ReadReq_miss_rate::total     0.000597                       # miss rate for ReadReq accesses
system.cpu.icache.ReadReq_avg_miss_latency::.cpu.inst 67273.880194                       # average ReadReq miss latency
system.cpu.icache.ReadReq_avg_miss_latency::total 67273.880194                       # average ReadReq miss latency
system.cpu.icache.ReadReq_mshr_hits::.cpu.inst          465                       # number of ReadReq MSHR hits
system.cpu.icache.ReadReq_mshr_hits::total          465                       # number of ReadReq MSHR hits
system.cpu.icache.ReadReq_mshr_misses::.cpu.inst         1388                       # number of ReadReq MSHR misses
system.cpu.icache.ReadReq_mshr_misses::total         1388                       # number of ReadReq MSHR misses
